Actual,Prediction,Team,Season,SUBSET
0.0,-2.3639738858479014,Bulls,2001,TRAIN
0.0,-1.1788169955944663,Grizzlies,2001,TRAIN
0.0,-0.49130065491060493,Warriors,2001,TRAIN
0.0,-0.39817219070969756,Hawks,2001,TRAIN
0.0,0.09906400746408228,Wizards,2001,TRAIN
11.0,0.401412194473453,Nets,2001,TRAIN
0.0,0.8665573620408411,Clippers,2001,TRAIN
0.0,1.5503574926733226,Rockets,2001,TRAIN
2.0,1.659696796262466,Thunder,2001,TRAIN
0.0,1.717156895710433,Cavaliers,2001,TRAIN
2.0,1.7934943966229966,Pacers,2001,TRAIN
0.0,1.8938217954978676,Nuggets,2001,TRAIN
4.0,2.5207748562617533,Pistons,2001,TRAIN
9.0,2.6389480272189902,Celtics,2001,TRAIN
2.0,3.03686984618564,Raptors,2001,TRAIN
0.0,3.0686271255721236,Suns,2001,TRAIN
0.0,3.218370265236495,Heat,2001,TRAIN
4.0,3.582624202393668,Mavericks,2001,TRAIN
1.0,4.208551110196591,Magic,2001,TRAIN
2.0,4.219378731531974,76ers,2001,TRAIN
0.0,4.223592489930978,Timberwolves,2001,TRAIN
0.0,4.388698912996434,Bucks,2001,TRAIN
10.0,4.577319693339163,Kings,2001,TRAIN
1.0,4.850132702436889,Jazz,2001,TRAIN
4.0,5.145371928540751,Hornets,2001,TRAIN
0.0,5.293817175108971,Trail Blazers,2001,TRAIN
0.0,6.022555198662197,Knicks,2001,TRAIN
4.0,6.030625920235943,Spurs,2001,TRAIN
15.0,6.750762691094253,Lakers,2001,TRAIN
0.0,-0.9888135104920677,Nuggets,2002,TRAIN
0.0,-0.5187078090747494,Warriors,2002,TRAIN
0.0,-0.49328570768251634,Grizzlies,2002,TRAIN
0.0,0.22844066052151346,Bulls,2002,TRAIN
0.0,0.38353658835597404,Rockets,2002,TRAIN
0.0,0.7853254890686099,Cavaliers,2002,TRAIN
0.0,1.4183217444424718,Hawks,2002,TRAIN
0.0,1.6452177756269712,Heat,2002,TRAIN
0.0,1.9720322530563479,Clippers,2002,TRAIN
